綜藝生活,#genre#
QmusicNL,https://dpp-qmusicnl-live.akamaized.net/streamx/QmusicNL.m3u8
RadioitaliaTV,https://radioitaliatv.akamaized.net/hls/live/2093117/RadioitaliaTV/../../2093117/RadioitaliaTV/stream03/streamPlaylist.m3u8
RadioitaliaTV,https://radioitaliatv.akamaized.net/hls/live/2093117/RadioitaliaTV/master.m3u8

ES_R2CWP,https://cbcradiolive.akamaized.net/hls/live/2041056/ES_R2CWP/adaptive_192/chunklist_ao.m3u8
ES_R2CWP,https://cbcradiolive.akamaized.net/hls/live/2041056/ES_R2CWP/master.m3u8
ES_R1PVC,https://cbcradiolive.akamaized.net/hls/live/2041050/ES_R1PVC/adaptive_192/chunklist_ao.m3u8
ES_R1PVC,https://cbcradiolive.akamaized.net/hls/live/2041050/ES_R1PVC/master.m3u8

WDR5,https://wdrhf.akamaized.net/hls/live/2027996/wdr5/192/seglist.m3u8
WDR5,https://wdrhf.akamaized.net/hls/live/2027996/wdr5/master.m3u8
wdrevent3,https://wdrhf.akamaized.net/hls/live/2028172/wdrevent3/192/seglist.m3u8
wdrevent3,https://wdrhf.akamaized.net/hls/live/2028172/wdrevent3/master.m3u8
wdr1live,https://wdrhf.akamaized.net/hls/live/2027955/1live/192/seglist.m3u8
wdr1live,https://wdrhf.akamaized.net/hls/live/2027955/1live/master.m3u8
p2,https://drliveradio1.akamaized.net/hls/live/2097651/p2/playlist-320000.m3u8
p2,https://drliveradio1.akamaized.net/hls/live/2097651/p2/masterab.m3u8
p2,https://drliveradio1.akamaized.net/hls/live/2097651/p2/masterba.m3u8
p5kobenhavn,https://drliveradio1.akamaized.net/hls/live/2097651/p5kobenhavn/playlist-320000.m3u8
p5kobenhavn,https://drliveradio1.akamaized.net/hls/live/2097651/p5kobenhavn/masterab.m3u8
hr1rheinmain,https://hlshr1.akamaized.net/hls/live/2016533/hr1rheinmain/192/seg.m3u8
hr1rheinmain,https://hlshr1.akamaized.net/hls/live/2016533/hr1rheinmain/master.m3u8
bbc_radio_one,https://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_one/bbc_radio_one.isml/bbc_radio_one-audio=320000.m3u8
bbc_radio_one,https://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_one/bbc_radio_one.isml/master.m3u8
nhk-radio-rs1,https://nhkwlive-radio.akamaized.net/hls/live/2032381/radio-rs1/index_03.m3u8
nhk-radio-rs1,https://nhkwlive-radio.akamaized.net/hls/live/2032381/radio-rs1/index.m3u8

doublejsa,https://mediaserviceslive.akamaized.net/hls/live/2038341/doublejsa/masterhq.m3u8
doublejsa,https://mediaserviceslive.akamaized.net/hls/live/2038341/doublejsa/index.m3u8
triplejunearthed,https://mediaserviceslive.akamaized.net/hls/live/2038305/triplejunearthed/masterhq.m3u8
triplejunearthed,https://mediaserviceslive.akamaized.net/hls/live/2038305/triplejunearthed/index.m3u8
classicfmsa,https://mediaserviceslive.akamaized.net/hls/live/2038351/classicfmsa/masterhq.m3u8
classicfmsa,https://mediaserviceslive.akamaized.net/hls/live/2038351/classicfmsa/index.m3u8
triplejwa,https://mediaserviceslive.akamaized.net/hls/live/2038345/triplejwa/masterhq.m3u8
triplejwa,https://mediaserviceslive.akamaized.net/hls/live/2038345/triplejwa/index.m3u8
localsale,https://mediaserviceslive.akamaized.net/hls/live/2038324/localsale/masterhq.m3u8
localsale,https://mediaserviceslive.akamaized.net/hls/live/2038324/localsale/index.m3u8
classic2,https://mediaserviceslive.akamaized.net/hls/live/2038317/classic2/masterhq.m3u8
classic2,https://mediaserviceslive.akamaized.net/hls/live/2038317/classic2/index.m3u8
classicfmqld,https://mediaserviceslive.akamaized.net/hls/live/2038352/classicfmqld/masterhq.m3u8
classicfmqld,https://mediaserviceslive.akamaized.net/hls/live/2038352/classicfmqld/index.m3u8
classicfmnsw,https://mediaserviceslive.akamaized.net/hls/live/2038316/classicfmnsw/masterhq.m3u8
classicfmnsw,https://mediaserviceslive.akamaized.net/hls/live/2038316/classicfmnsw/index.m3u8
localmelbourne,https://mediaserviceslive.akamaized.net/hls/live/2038300/localmelbourne/masterhq.m3u8
localmelbourne,https://mediaserviceslive.akamaized.net/hls/live/2038300/localmelbourne/index.m3u8
localballarat,https://mediaserviceslive.akamaized.net/hls/live/2106548/localballarat-u1/v0-221.m3u8
localballarat,https://mediaserviceslive.akamaized.net/hls/live/2106548/localballarat-u1/v0-222.m3u8
localballarat,https://mediaserviceslive.akamaized.net/hls/live/2038263/localballarat/index.m3u8

RFA_AUDIO_LIVE1,https://rfa-ingest.akamaized.net/hls/live/2040699/RFA_AUDIO_LIVE1/master.m3u8
RFA_AUDIO_LIVE2,https://rfa-ingest.akamaized.net/hls/live/2040700/RFA_AUDIO_LIVE2/master.m3u8
RFA_AUDIO_LIVE3,https://rfa-ingest.akamaized.net/hls/live/2040701/RFA_AUDIO_LIVE3/master.m3u8
RFA_AUDIO_LIVE4,https://rfa-ingest.akamaized.net/hls/live/2040702/RFA_AUDIO_LIVE4/master.m3u8

2043151,https://rgelive.akamaized.net/hls/live/2043151/radiolive/playlistBU_2_.m3u8
2043151,https://rgelive.akamaized.net/hls/live/2043151/radiolive/playlist.m3u8
in-YleRadio1,https://yleradiolive.akamaized.net/hls/live/2027672/in-YleRadio1/256/variant.m3u8
in-YleRadio1,https://yleradiolive.akamaized.net/hls/live/2027672/in-YleRadio1/master.m3u8

宗教,#genre#
好消息,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=litv-ftv16
好消息2台,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=litv-ftv17
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱1,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
人间卫视,https://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8

Discovery,#genre#
Smart知識台,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=litv-longturn19
Globetrotter 環遊旅行家,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=4gtv-4gtv016
Love-Nature,https://d18dyiwu97wm6q.cloudfront.net/playlist.m3u8
Love-Nature,https://d18dyiwu97wm6q.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/LoveNature4K2-prod/playlist.m3u8
LoupeArt-prod,https://d2dw21aq0j0l5c.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/LoupeArt-prod/playlist.m3u8
美·NASA1,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
美·NASA1,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master.m3u8
美·NASA2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master_2000.m3u8
美·NASA2,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master.m3u8

其他頻道,#genre#
鳳梨直擊台,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=4gtv-4gtv035
香蕉直擊台,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=4gtv-4gtv038
國會頻道1,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=4gtv-4gtv084
國會頻道2,https://o0ous.o0o0o0o0o0o.top/hiiinet/002PVHTX5.php?id=4gtv-4gtv085

EPG更新,#genre#
EPG内网更新,https://192.168.1.90/tv/php/epg.php
点关注不迷路,https://o0ous.o0o0o0o0o0o.top/ooo/tgqrcode1.mp4
点关注不迷路,https://t.me/+zvaW5ZGR82k4Yzk1

beesport,#genre#
TNT_Sports_1,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/TNT_Sports_1
TNT_Sports_2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/TNT_Sports_2
TNT_Sports_3,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/TNT_Sports_3
TNT_Sports_4,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/TNT_Sports_4
Sky_Sports_Football_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Football_Live_TV
Sky_Sports_Main_Event,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Main_Event
Sky_Sports_Premier_League,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Premier_League
Sky_Sports_Action_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Action_Live_TV
Sky_Sports_Mix_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Mix_Live_TV
Sky_Sports_Arena_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Arena_Live_TV
Sky_Sports_News_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_News_Live_TV
Sky_Sports_Cricket_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Cricket_Live_TV
Sky_Sports_Tennis,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Tennis
Sky_Sports_F1_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_F1_Live_TV
Sky_Sports_Golf_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Golf_Live_TV
Sky_Sports_Racing_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Sky_Sports_Racing_Live_TV
La_Liga_TV_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/La_Liga_TV_Live_TV
HBO_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/HBO_Live_TV
HBO_2_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/HBO_2_Live_TV
Discovery_Channel_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Discovery_Channel_Live_TV
Cinemax_West_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Cinemax_West_Live_TV
UK_Great_Movies_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/UK_Great_Movies_Live_TV
UK_Sky_Cinema_Comedy_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/UK_Sky_Cinema_Comedy_Live_TV
UK_Sky_Cinema_Family_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/UK_Sky_Cinema_Family_Live_TV
UK_Virgin_1,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/UK_Virgin_1
UK_Virgin_2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/UK_Virgin_2
UK_Virgin_3,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/UK_Virgin_3
DAZN_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/DAZN_Live_TV
Bein_Sports_USA_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Bein_Sports_USA_Live_TV
Bein_Sports_English_2_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Bein_Sports_English_2_Live_TV
SuperSport_Premier_League_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Premier_League_Live_TV
SuperSport_LaLiga_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_LaLiga_Live_TV
SuperSport_Action_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Action_Live_TV
SuperSport_Blitz_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Blitz_Live_TV
SuperSport_Cricket_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Cricket_Live_TV
SuperSport_Football_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Football_Live_TV
SuperSport_Golf_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Golf_Live_TV
SuperSport_Rugby_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Rugby_Live_TV
SuperSport_Tennis_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/SuperSport_Tennis_Live_TV
Variety_1_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Variety_1_Live_TV
Variety_2_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Variety_2_Live_TV
Variety_3_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Variety_3_Live_TV
Variety_4_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Variety_4_Live_TV
Eurosport_1_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Eurosport_1_Live_TV
Eurosport_2_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Eurosport_2_Live_TV
Premier_Sports_1,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Premier_Sports_1
Premier_Sports_2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Premier_Sports_2
NFL_REDZONE_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/NFL_REDZONE_Live_TV
WWE_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/WWE_Live_TV
Willow_Cricket_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Willow_Cricket_Live_TV
Willow_Extra_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Willow_Extra_Live_TV
World_Fishing_Network_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/World_Fishing_Network_Live_TV
Fight_Network_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/Fight_Network_Live_TV
ESPN_2_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ESPN_2_Live_TV
ESPN_News_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ESPN_News_Live_TV
ESPN_U_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ESPN_U_Live_TV
ITV_1,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ITV_1
ITV_2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ITV_2
ITV_3,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ITV_3
ITV_4,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ITV_4
MUTV_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/MUTV_Live_TV
LFC_TV_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/LFC_TV_Live_TV
FOX_NEWS_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/FOX_NEWS_Live_TV

thetv,#genre#
A&E,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/ae
ACC_Network_Live_TV,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/beesport/ACC_Network_Live_TV
AMC,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/amc
american-heroes-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/american-heroes-channel
animal-planet,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/animal-planet
bbc-america,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/bbc-america
bbc-world-news-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/bbc-world-news-hd
bet,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/bet
bet-her,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/bet-her
boomeranghttp://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/boomerang
bravo,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/bravo
cartoon-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cartoon-network
cbs-sports-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cbs-sports-network
cinemax,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cinemax
cmt,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cmt
cnbc,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cnbc
cnn,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cnn
comedy-central,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/comedy-central
cooking-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cooking-channel
crime-investigation-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/crime-investigation-hd
cspan,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cspan
cspan-2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/cspan-2
destination-america,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/destination-america
discovery-family-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/discovery-family-channel
discovery-life,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/discovery-life
disney-channel-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/disney-channel-east
disney-junior,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/disney-junior
disney-xd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/disney-xd
e,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/e
espn,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/espn
espn2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/espn2
espnews,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/espnews
espnu,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/espnu
food-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/food-network
fox-business-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fox-business-network
fox-news-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fox-news-channel
fox-sports-1,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fox-sports-1
fox-sports-2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fox-sports-2
freeform,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/freeform
fuse-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fuse-hd
fx,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fx
fx-movie,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fx-movie
fxx,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fxx
fyi,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/fyi
golf-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/golf-channel
hallmark,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hallmark
hallmark-drama-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hallmark-drama-hd
hallmark-movies-mysteries-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hallmark-movies-mysteries-hd
hbo-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-east
hbo-2-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-2-east
hbo-2-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-2-east
hbo-comedy-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-comedy-hd
hbo-family-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-family-east
hbo-signature,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-signature
hbo-zone-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hbo-zone-hd
hgtv,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hgtv
history,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/history
hln,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/hln
ifc,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/ifc
investigation-discovery,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/investigation-discovery
ion-television-east-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/ion-television-east-hd
lifetime,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/lifetime
lmn,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/lmn
logo,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/logo
mlb-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/mlb-network
moremax,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/moremax
motortrend-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/motortrend-hd
moviemax,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/moviemax
msnbc,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/msnbc
mtv,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/mtv
national-geographic,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/national-geographic
nat-geo-wild,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nat-geo-wild
nba-tv,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nba-tv
nfl-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nfl-network
nhl-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nhl-network
nick-jr,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nick-jr
nickelodeon-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nickelodeon-east
nicktoons,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/nicktoons
outdoor-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/outdoor-channel
own,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/own
oxygen-true-crime,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/oxygen-true-crime
pbs-13-wnet-new-york,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/pbs-13-wnet-new-york
reelzchannel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/reelzchannel
science,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/science
showtime-e,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/showtime-e
showtime-2,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/showtime-2
starz-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/starz-east
sundancetv-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/sundancetv-hd
syfy,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/syfy
tbs,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/tbs
tcm,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/tcm
teennick,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/teennick
telemundo-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/telemundo-east
tennis-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/tennis-channel
the-cw,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/the-cw
the-movie-channel-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/the-movie-channel-east
the-weather-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/the-weather-channel
tlc,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/tlc
tnt,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/tnt
travel-channel,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/travel-channel
trutv,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/trutv
tv-one-hd,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/tv-one-hd
universal-kids,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/universal-kids
univision-east,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/univision-east
usa-network,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/usa-network
vh1,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/vh1
vice,http://27.106.106.78:8898/gaojidashi/proxy/http://27.106.106.78:5000/thetv/vice
